site,titulo,link,data_coleta,endereco,catacteristicas_imovel,detalhes_condominio,bairro,cidade,aluguel,condominio,seguro_incendio,iptu,area,quartos,suites,banheiros,vagas_garagem,mobiliado,piscina,academia,sacada,churrasqueira,salao_de_festas
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-reboucas-curitiba/id/63316202/code/00244.001,2024-02-19,"Rua Chile, 1122 - Rebouças - Curitiba","Apartamento com 2 quartos, 1 sala para 2 ambientes, 1 cozinha com armário e pia, 1 bwc social com box, 1 lavanderia com garden e piso de cerâmica, 1 vaga de garagem livre numerada no bloco 1 apto 4.   VISITAS ACOMPANHADAS   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Playground, Garagem Coberta",Rebouças,Curitiba,2200,487.15,0,401.78,110,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-centro-curitiba/id/64560260/code/02613.001,2024-02-19,"Rua Visconde do Rio Branco, 1799 - Centro - Curitiba","Sala; Lavabo; 3 quartos; Cozinha com armários, pia com tampo granito e 1 mesa granito; Banheiro com box blindex; Quarto de empregada; Área de serviço; Piso taco;    A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ",Elevador,Centro,Curitiba,2100,1375.5,0,121.0,151,3,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 3º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-3-andar-com-1-quarto-batel-curitiba/id/52401970/code/10006.035,2024-02-19,"Avenida do Batel, 1162 - Batel - Curitiba","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta",Batel,Curitiba,2000,955.66,0,134.0,84,1,0,1,0,Não,Sim,Sim,Sim,Sim,Sim
Cilar,Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-batel-curitiba/id/52401972/code/10006.033,2024-02-19,"Avenida do Batel, 1162 - Batel - Curitiba","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta",Batel,Curitiba,2000,955.66,0,134.0,84,1,0,1,0,Não,Sim,Sim,Sim,Sim,Sim
Cilar,Apartamento no 9º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-9-andar-com-2-quartos-cristo-rei-curitiba/id/64366436/code/00257.001,2024-02-19,"Rua Sanito Rocha, 207 - Cristo Rei - Curitiba","Apartamento tipo Duplex, de 2 quartos totalmente mobiliado.  1 quarto com armário e cama casal, 1 quarto com cama de solteiro; Sala para 2 ambientes com sofá, tv, mesa com tampo em vidro, 3 cadeiras, cooktop indução, geladeira em inox; Banheiro social com box tipo blindex; Cozinha com armários planejados, maquina lava e seca.   IPTU A CONSULTAR.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar. ","Academia, Salão de festas, Churrasqueira, Playground, Quadra de esportes, Portaria 24h",Cristo Rei,Curitiba,2000,420.0,0,,52,2,0,1,0,Sim,Não,Sim,Não,Sim,Sim
Cilar,Apartamento no 4º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-4-andar-com-1-quarto-centro-curitiba/id/64394122/code/00260.001,2024-02-19,"Rua Emiliano Perneta, 480 - Centro - Curitiba","Apartamento 1 quarto; semi-mobiliado; Sala com sacada; Cozinha com armários; Banheiro social .       Condomínio com portaria 24 horas, lavanderia coletiva, venda express, academia, piscina, sauna.   IPTU A CONSULTAR.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Playground, Portaria 24h",Centro,Curitiba,2000,430.49,0,,61,1,0,1,0,Sim,Sim,Sim,Sim,Sim,Sim
Cilar,Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-taruma-curitiba/id/64556055/code/00097.001,2024-02-19,"Rua Monte Castelo, 141 - Tarumã - Curitiba","Apartamento todo reformado, de 3 quartos, sendo 2 com armários, sala para 2 ambientes piso laminado, 2 banheiros sociais com box tipo blindex, cozinha com pia e armários, área de serviço conjugada;   Vaga descoberta nº2.      Próximo ao Hospital das Nações e Assaí Atacadista.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.",Garagem Coberta,Tarumã,Curitiba,1800,460.0,0,74.62,120,3,0,2,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 1º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-2-quartos-cabral-curitiba/id/64366435/code/00258.001,2024-02-19,"Rua Coronel Amazonas Marcondes, 981 - Cabral - Curitiba","1 quarto com armário; 1 quarto com armário e cama box; 1 sala para 2 ambientes; 1 banheiro social com box blindex; 1 cozinha com armário, pia com tampo granito e 1 balcão; Anexo a cozinha uma varanda fechada com lavanderia; Piso cerâmico; Grades; 1 vaga de garagem;   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar. ",Garagem Coberta,Cabral,Curitiba,1800,604.22,0,69.75,83,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/61072002/code/02734.002,2024-02-19,"Rua Treze de Maio, 439 - Centro - Curitiba","1 sala para 2 ambientes com sacada, rack com painel para tv; 1 quarto com armário, cabeceira embutida com criado-mudo; 1 banheiro com box tipo blindex e aquecimento á gás; Cozinha estilo americana com armários planejados, pia com tampo granito, fogão cooktop; 1 área de serviço conjugada contendo tanque.  1 vaga de garagem nº 100.   Condomínio com praça de lareira, jardim zen, lounge, salão de festas. espaço gourmet, espaço da leitura, sala de jogos, lavanderia, churrasqueira, espaço pet plau e pet estar.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ","Salão de festas, Playground, Elevador, Portaria 24h, Garagem Coberta",Centro,Curitiba,1750,707.84,0,68.0,76,1,0,1,0,Não,Não,Não,Sim,Não,Sim
Cilar,Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-agua-verde-curitiba/id/62851563/code/06751.002,2024-02-19,"Avenida Iguaçu, 2546 - Água Verde - Curitiba","Sala ampla para 2 ambientes com luminárias spots; Banheiro social com box acrílico e aquecimento elétrico; 3 quartos sendo 1 com armário; Cozinha com armário e pia marmorite; Área de serviço com tanque, despensa e banheiro; 1 vaga de garagem livre.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ",Garagem Coberta,Água Verde,Curitiba,1650,325.69,0,130.0,142,3,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 8º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-8-andar-com-2-quartos-tingui-curitiba/id/64558812/code/00080.001,2024-02-19,"Rua Hilário Moro, 526 - Tingui - Curitiba","Apartamento com 2 quartos (1 suíte), banheiro social, sala, sacada cozinha, lavanderia. Piso porcelanato. Condomínio clube. 1 vaga de garagem nº 174.    A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   ","Piscina, Academia, Salão de festas, Playground, Quadra de esportes, Elevador, Garagem Coberta",Tingui,Curitiba,1600,481.9,0,43.89,77,2,1,1,0,Não,Sim,Sim,Sim,Não,Sim
Cilar,Apartamento no 4º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-3-quartos-ahu-curitiba/id/64398726/code/07433.001,2024-02-19,"Rua Guaratuba, 740 - Ahú - Curitiba","Apartamento de 3 quartos; Sala para 2 ambientes com sacada; Banheiro Social; Lavabo; Cozinha; Área de Serviço; Vaga de Garagem.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ","Playground, Elevador, Garagem Coberta",Ahú,Curitiba,1590,554.61,0,87.0,99,3,0,1,1,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-batel-curitiba/id/52395862/code/10006.032,2024-02-19,"Avenida do Batel, 1162 - Batel - Curitiba","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta",Batel,Curitiba,1500,955.66,0,134.0,84,1,0,1,0,Não,Sim,Sim,Sim,Sim,Sim
Cilar,Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-batel-curitiba/id/52395863/code/10006.031,2024-02-19,"Avenida do Batel, 1162 - Batel - Curitiba","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta",Batel,Curitiba,1500,955.66,0,134.0,84,1,0,1,0,Não,Sim,Sim,Sim,Sim,Sim
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-portao-curitiba/id/63265128/code/00008.002,2024-02-19,"Rua João Bettega, 644 - Portão - Curitiba","Apartamento de 1 quarto com armários, cabeceira embutida com criados mudo, luminária paflon, banheiro social com pia em granito, sala para 2 ambientes com estante, mesa com 4 cadeiras e luminárias paflon, cozinha com armários, balcão, passa pratos e pia inox, área de serviço conjugada com tanque.    A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ","Piscina, Salão de festas, Churrasqueira, Playground, Elevador, Garagem Coberta",Portão,Curitiba,1500,490.0,0,33.11,46,1,0,1,0,Não,Sim,Não,Não,Sim,Sim
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/64398727/code/00008.026,2024-02-19,"Rua Alferes Poli, 459 - Centro - Curitiba","Apartamento 1 quarto sendo suíte com cama box casal, painel para TV e armários; Banheiro com armários, box blindex e aquecimento elétrico; Sala com sacada, mesa, cadeiras, rack com painel para TV, armário e sofá 2 lugares; Cozinha com armários embutidos, geladeira, micro-ondas, cooktop, balcão e pia com tampo granito.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.  ",Elevador,Centro,Curitiba,1490,384.73,0,38.81,36,1,0,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-bigorrilho-curitiba/id/64006258/code/00008.014,2024-02-19,"Rua Euclides da Cunha, 1363 - Bigorrilho - Curitiba","Sala com armários, mesa embutida, sofá reclinável 2 lugares, painel de tv, parede espelhada, persianas, iluminação em led; Banheiro com pia cerâmica; Quarto com cama box casal, cabeceira embutida, painel para tv, armário, persiana, iluminação led; Circulação com armário cristaleira embutido; Cozinha com refrigerador duplex, armários, micro-ondas, pia em granito, cooktop por indução; Área de serviço conjugada.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   ",,Bigorrilho,Curitiba,1450,474.54,0,38.0,28,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-bigorrilho-curitiba/id/62477874/code/00008.013,2024-02-19,"Rua Euclides da Cunha, 1363 - Bigorrilho - Curitiba","Sala com armários, mesa embutida 2 cadeiras, sofá reclinável 2 lugares, painel para tv, parede espelhada, persianas, iluminação em led; Banheiro com pia cerâmica e aquecimento a gás; Quarto com cama box casal, cabeceira embutida, painel para tv, armário, persiana, iluminação led; Circulação com armário cristaleira embutido; Cozinha com refrigerador duplex, armários, micro-ondas, pia com tampo granito, cooktop por indução; Área de serviço conjugada.   Sem vaga de garagem.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.","Salão de festas, Churrasqueira, Portaria 24h",Bigorrilho,Curitiba,1390,474.54,0,38.0,28,1,0,1,0,Não,Não,Não,Não,Sim,Sim
Cilar,Apartamento no 18º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-18-andar-com-1-quarto-centro-curitiba/id/58776430/code/01864.011,2024-02-19,"Avenida Visconde de Guarapuava, 3084 - Centro - Curitiba","Quarto conjugado com sala; Sala com sacada, estante e armários; Banheiro com box e chuveiro a gás; Cozinha com pia; Piso laminado; Vaga de garagem nº 33.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.  ","Salão de festas, Elevador, Garagem Coberta",Centro,Curitiba,1250,620.64,0,89.45,58,1,0,1,0,Não,Não,Não,Sim,Não,Sim
Cilar,Apartamento no 4º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-3-quartos-agua-verde-curitiba/id/63976829/code/02433.007,2024-02-19,"Avenida dos Estados, 1122 - Água Verde - Curitiba","Sala ampla para 2 ambientes, persianas, sancas em gesso e luminárias paflon; Banheiro social com box acrílico e aquecimento a gás; 3 quartos com luminárias globo; Cozinha com armário, balcão e pia inox; Área de serviço com tanque; 1 vaga de garagem.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.              ","Playground, Garagem Coberta",Água Verde,Curitiba,1250,695.06,0,83.0,118,3,0,1,1,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/60149340/code/01959.001,2024-02-19,"Rua Voluntários da Pátria, 215 - Centro - Curitiba","Quarto; Sala; Banheiro; Cozinha e área de serviço.  Sem garagem.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.   ","Elevador, Portaria 24h",Centro,Curitiba,1200,417.82,0,51.41,54,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-cristo-rei-curitiba/id/63976830/code/06388.001,2024-02-19,"Rua Schiller, 106 - Cristo Rei - Curitiba","1 quarto; Sala para 2 ambientes com piso laminado; Cozinha equipada com armários e cooktop; conjugada com área de serviço com tanque.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   ",,Cristo Rei,Curitiba,1200,418.57,0,46.0,45,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 9º andar,https://cilar.com.br/alugar/apartamento-no-9-andar-centro-curitiba/id/53916032/code/00008.035,2024-02-19,"Rua Quinze de Novembro, 1500 - Centro - Curitiba","Apartamento tipo Studio com sofá, painel para TV, cama box casal, escrivaninha com cadeira, armários; Banheiro com chuveiro  aquecimento elétrico; Cozinha com pia tampo granito, cooktop, mesa com 3 cadeiras e armários.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.",,Centro,Curitiba,1200,399.0,0,42.0,39,0,0,1,0,Não,Não,Não,Não,Não,Não
