titulo,link,endereco,detalhes,aluguel,condominio,iptu,catacteristicas_imovel,detalhes_condominio,mais_detalhes_imovel
Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-alto-da-gloria-curitiba/id/63501525/code/06157.001,"Rua Paraguassu, 479 - Alto da Glória - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '143,20m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1']","AluguelR$ 2.600,00","Condominio  R$ 618,51","IPTU  R$ 191,20","DESCONTO ESPECIAL - NOS 6 PRIMEIROS MESES R$ 2.600,00 E APÓS VOLTA AO VALOR DE R$ 2.750,00   Apartamento de 3 quartos sendo 1 suíte. Banheiro social com box. Sala para 2 ambientes com sacada e churrasqueira, piso laminado. Cozinha com armários planejados e pia em granito. Área de serviço com tanque. Aquecedor. 1 vaga de garagem dupla n° 02   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.","Salão de festas, Elevador, Garagem Coberta","Ano de construção: 2003, Aptos por andar: 2, Área privativa: 143.20, Área total: 143.20, BWC Social: 1, Bonificação: 288,00, Central de gás: sim, Churrasqueiras: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício São Francisco, Elevadores: 1, Entre as ruas: AUGUSTO STRESSER e DOUTOR GOULIN, IPTU: 191.20, Pavimentação: Asfalto, Quartos: 3, Sacadas: 1, Salão de festas: 1, Salas: 1, Seguro incêndio: 43,00, Suítes: 1, Vagas de garagem: 1, Valor bruto: 2.888,00, Valor condomínio: 618.51"
Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/55131806/code/10006.007,"Rua Desembargador Motta, 2350 - Centro - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '99,70m2', 'Quartos', '1', 'Suítes', '1']","AluguelR$ 2.500,00","Condominio  R$ 751,63","IPTU  R$ 118,00","1 suíte com hidromassagem e box blindex, sacada, sala, cozinha com armário e pia, lavanderia, piso laminado e 1 vaga de garagem Nº 82.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.  ","Playground, Elevador, Garagem Coberta","Ano de construção: 2005, Aptos por andar: 5, Área de serviço: 1, Área privativa: 99.70, Área total: 99.70, Bonificação: 277,00, Cozinhas: 1, Edifício: Edifício Solar Barroco, Elevadores: 3, IPTU: 118.00, Interfone: sim, Playground: 1, Quartos: 1, Sacadas: 1, Salas: 1, Seguro incêndio: 23,00, Suítes: 1, Vagas de garagem: 1, Valor bruto: 2.777,00, Valor condomínio: 751.63"
Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-bigorrilho-curitiba/id/63861413/code/00228.001,"Rua Euclides da Cunha, 1387 - Bigorrilho - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '102,47m2', 'Quartos', '2', 'Banheiros', '1']","AluguelR$ 2.490,00","Condominio  R$ 589,69","IPTU  R$ 95,20","1 quarto com armário e cama de casal com colchão; 1 quarto com armário e cama de solteiro; 1 sala para 2 ambientes com sofá de 4 lugares, 1 painel, rack e mesa com 4 cadeiras; Sanca de gesso; 1 cozinha com armário, pia com tampo em granito, 1 fogão e 1 geladeira; 1 lavanderia com maquina de lavar roupa; 1 vaga de garagem nº 74.   Imediações: em frente ao supermercado Muffato, farmácias, bancos e etc.   Condomínio oferece: piscina aquecida, sauna, academia, salão de festas, salão de jogos, cancha esportiva, churrasqueiras externas, playground e portaria 24 horas   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Playground, Quadra de esportes, Elevador, Portaria 24h, Garagem Coberta","Ano de construção: 1995, Aptos por andar: 8, Área averbada: 102,47, Área de serviço: 1, Área privativa: 58.35, Área total: 102.47, BWC Social: 1, Bonificação: 276,00, Cancha de esportes: 1, Churrasqueira coletiva: 1, Cozinhas: 1, Edifício: Edifício Champagnat Regence, Elevadores: 2, Face do imóvel: Leste, Fitness: 1, IPTU: 95.20, Núm de pavimentos: 13, Piscina: 1, Playground: 1, Portaria 24h: 1, Quartos: 2, Salão de festas: 1, Salão de jogos: 1, Salas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.766,00, Valor condomínio: 589.69"
Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/62954386/code/00236.001,"Rua Amintas de Barros, 240 - Centro - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '93,20m2', 'Quartos', '1', 'Banheiros', '1']","AluguelR$ 2.450,00","Condominio  R$ 880,04","IPTU  R$ 924,01","Apartamento de 1 quarto e 1 vaga de garagem. Semi mobiliado no Edifício HUB.     Sala para 2 ambientes, sacada com churrasqueira, cozinha com armários  1 dormitório com armário  Banheiro com armário, box tipo blindex  1 vaga de estacionamento n° 179     Condomínio Club com portaria 24 horas, sistema de câmeras, biometria de acesso, piscina externa, piscina interna(aquecida), sauna, academia, espaço office, brinquedoteca, Playground, salões de festas, churrasqueiras, salões de jogos, lavanderia.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Playground, Elevador, Segurança monitorada, Portaria 24h, Garagem Coberta","Ano de construção: 2015, Aquecimento: sim, Área privativa: 65.11, Área total: 93.20, BWC Social: 1, Bonificação: 272,00, Central de gás: sim, Churrasqueira coletiva: 1, Churrasqueira priv: sim, Churrasqueiras: 1, Condomínio: Residencial Hub Home, Conservação: Bom, Cozinha com armários: 1, Cozinhas: 1, Elevadores: 3, Fitness: 1, IPTU: 924.01, Interfone: sim, Piscina: 1, Playground: 1, Portão eletrônico: sim, Portaria 24h: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Salão de jogos: 1, Salas: 1, Sistema de segurança: 1, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.722,00, Valor condomínio: 880.04"
Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-batel-curitiba/id/52401971/code/10006.034,"Avenida do Batel, 1162 - Batel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '94,00m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '2']","AluguelR$ 2.200,00","Condominio  R$ 1.062,03","IPTU  R$ 158,00","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta","Andar: 02, Área de serviço: 1, Área privativa: 40.60, Área total: 94.00, BWC Social: 1, Bonificação: 244,00, Churrasqueira coletiva: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Residence Batel, Elevadores: 2, Fitness: 1, IPTU: 158.00, Pavimentação: Asfalto, Piscina: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2444, Valor condomínio: 1062.03"
Apartamento no 1º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-1-andar-com-1-quarto-batel-curitiba/id/52395864/code/10006.030,"Avenida do Batel, 1162 - Batel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '94,00m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '1']","AluguelR$ 2.200,00","Condominio  R$ 1.062,03","IPTU  R$ 158,00","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta","Andar: 01, Área de serviço: 1, Área privativa: 40.60, Área total: 94.00, BWC Social: 1, Bonificação: 244,00, Churrasqueira coletiva: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Residence Batel, Elevadores: 2, Fitness: 1, IPTU: 158.00, Pavimentação: Asfalto, Piscina: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.444,00, Valor condomínio: 1062.03"
Apartamento no 1º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-1-andar-com-1-quarto-batel-curitiba/id/52395865/code/10006.029,"Avenida do Batel, 1162 - Batel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '94,00m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '1']","AluguelR$ 2.200,00","Condominio  R$ 1.062,03","IPTU  R$ 158,00","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta","Andar: 01, Área de serviço: 1, Área privativa: 40.60, Área total: 94.00, BWC Social: 1, Bonificação: 244,00, Churrasqueira coletiva: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Residence Batel, Elevadores: 2, Fitness: 1, IPTU: 158.00, Pavimentação: Asfalto, Piscina: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.444,00, Valor condomínio: 1062.03"
Apartamento no 4º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-2-quartos-centro-curitiba/id/64031097/code/05735.002,"Avenida Sete de Setembro, 3302 - Centro - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '99,80m2', 'Quartos', '2', 'Banheiros', '1', 'Andar', '4']","AluguelR$ 2.200,00","Condominio  R$ 836,08","IPTU  R$ 107,00","2 quartos; 1 sala; 1 banheiro social; 1 cozinha; 1 área de serviço.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Salão de festas, Playground, Elevador, Portaria 24h, Garagem Coberta","Andar: 04, Ano de construção: 1986, Aptos por andar: 4, Área de serviço: 1, Área privativa: 99.80, Área total: 99.80, BWC Social: 1, Bonificação: 244,00, Cozinhas: 1, Edifício: Edifício Barão Antonina, Elevadores: 2, Face do imóvel: Leste, IPTU: 107.00, Interfone: sim, Mobiliado: 1, Núm de pavimentos: 17, Playground: 1, Portaria 24h: 1, Quartos: 2, Salão de festas: 1, Salas: 1, Seguro incêndio: 31,00, Tipo de piso: Laminado, Vagas de garagem: 1, Valor bruto: 2.444,00, Valor condomínio: 836.08"
Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-agua-verde-curitiba/id/63977411/code/00178.001,"Rua Professor Luiz César, 881 - Água Verde - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '106,15m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1']","AluguelR$ 2.200,00","Condominio  R$ 488,51","IPTU  R$ 164,00","Apartamento 3 quartos sendo 1 suíte; Banheiro bom box tipo blindex; Sala para 2 ambientes; Sacada com churrasqueira; Cozinha com armários planejados; 1 vaga de garagem livre demarcada nº 05.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.",Garagem Coberta,"Aptos por andar: 2, Área de serviço: 1, Área privativa: 77.17, Área total: 106.15, BWC Social: 1, Bonificação: 244,00, Cozinhas: 1, Edifício: Edifício Diniz Brasil, IPTU: 164.00, Quartos: 3, Sacadas: 1, Salas: 1, Seguro incêndio: 47,00, Suítes: 1, Tipo de garagem: Livre, Tipo de piso: Laminado, Vagas de garagem: 1, Valor bruto: 2.444,00, Valor condomínio: 488.51"
Apartamento no 4º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-3-quartos-vila-izabel-curitiba/id/62582235/code/07506.001,"Rua Guararapes, 1391 - Vila Izabel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '87,00m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1', 'Andar', '4', 'Vagas', '1']","AluguelR$ 2.200,00","Condominio  R$ 686,43","IPTU  R$ 106,00","Apartamento de 3 quartos sendo 1 suíte . Banheiro social com box blindex, sala para 2 ambientes com sacada. Cozinha com pia. armários, bancada passa prato e mesa com tampo de vidro, lavanderia. Piso laminado. 1 vaga de garagem.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ","Salão de festas, Elevador, Garagem Coberta","Andar: 04, Ano de construção: 2009, Aptos por andar: 8, Área de serviço: 1, Área privativa: 63.39, Área total: 87.00, BWC Social: 1, Bonificação: 244,00, Cozinhas: 1, Edifício: Condomínio Spazio Chamonix, Elevadores: 1, Face do imóvel: Oeste, IPTU: 106.00, Núm de pavimentos: 5, Quartos: 3, Sacadas: 1, Salão de festas: 1, Salas: 1, Seguro incêndio: 32,00, Suítes: 1, Tipo de piso: Laminado, Vagas de estacionamento: 1, Vagas de garagem: 1, Valor bruto: 2.444,00, Valor condomínio: 686.43"
Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-reboucas-curitiba/id/63316202/code/00244.001,"Rua Chile, 1122 - Rebouças - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '110,83m2', 'Quartos', '2', 'Banheiros', '1']","AluguelR$ 2.200,00","Condominio  R$ 487,15","IPTU  R$ 401,78","Apartamento com 2 quartos, 1 sala para 2 ambientes, 1 cozinha com armário e pia, 1 bwc social com box, 1 lavanderia com garden e piso de cerâmica, 1 vaga de garagem livre numerada no bloco 1 apto 4.   VISITAS ACOMPANHADAS   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Playground, Garagem Coberta","Ano de construção: 1984, Aptos por andar: 4, Área de serviço: 1, Área privativa: 65.17, Área total: 110.83, BWC Social: 1, Bonificação: 244,00, Condomínio: Residencial Papa João XXIII, Conservação: Ótimo, Cozinhas: 1, Face do imóvel: Oeste, IPTU: 401.78, Núm de pavimentos: 2, Playground: 1, Quartos: 2, Salas: 1, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.444,00, Valor condomínio: 487.15"
Apartamento no 3º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-3-andar-com-1-quarto-batel-curitiba/id/52401970/code/10006.035,"Avenida do Batel, 1162 - Batel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '84,16m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '3']","AluguelR$ 2.000,00","Condominio  R$ 955,66","IPTU  R$ 134,00","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta","Andar: 03, Área de serviço: 1, Área privativa: 36.36, Área total: 84.16, BWC Social: 1, Bonificação: 222,00, Churrasqueira coletiva: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Residence Batel, Elevadores: 2, Fitness: 1, IPTU: 134.00, Pavimentação: Asfalto, Piscina: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.222,00, Valor condomínio: 955.66"
Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-batel-curitiba/id/52401972/code/10006.033,"Avenida do Batel, 1162 - Batel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '84,16m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '2']","AluguelR$ 2.000,00","Condominio  R$ 955,66","IPTU  R$ 134,00","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta","Andar: 02, Área de serviço: 1, Área privativa: 36.36, Área total: 84.16, BWC Social: 1, Bonificação: 222,00, Churrasqueira coletiva: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Residence Batel, Elevadores: 2, Fitness: 1, IPTU: 134.00, Pavimentação: Asfalto, Piscina: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.222,00, Valor condomínio: 955.66"
Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/61072002/code/02734.002,"Rua Treze de Maio, 439 - Centro - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '76,80m2', 'Quartos', '1', 'Banheiros', '1']","AluguelR$ 1.750,00","Condominio  R$ 707,84","IPTU  R$ 68,00","1 sala para 2 ambientes com sacada, rack com painel para tv; 1 quarto com armário, cabeceira embutida com criado-mudo; 1 banheiro com box tipo blindex e aquecimento á gás; Cozinha estilo americana com armários planejados, pia com tampo granito, fogão cooktop; 1 área de serviço conjugada contendo tanque.  1 vaga de garagem nº 100.   Condomínio com praça de lareira, jardim zen, lounge, salão de festas. espaço gourmet, espaço da leitura, sala de jogos, lavanderia, churrasqueira, espaço pet plau e pet estar.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ","Salão de festas, Playground, Elevador, Portaria 24h, Garagem Coberta","Ano de construção: 2016, Aptos por andar: 11, Área de serviço: 1, Área privativa: 49.00, Área total: 76.80, BWC Social: 1, Bonificação: 194,00, Central de gás: sim, Cozinhas: 1, Edifício: Residencial Green Center, Elevadores: 5, Entre as ruas: RUA BARAO DO SERRO AZUL e RUA RIACHUELO, IPTU: 68.00, Núm de pavimentos: 23, Pavimentação: Asfalto, Playground: 1, Portaria 24h: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Salas: 1, Seguro incêndio: 24,50, Tipo de piso: Laminado, Vagas de garagem: 1, Valor bruto: 1.944,00, Valor condomínio: 707.84"
Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-agua-verde-curitiba/id/62851563/code/06751.002,"Avenida Iguaçu, 2546 - Água Verde - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '142,00m2', 'Quartos', '3', 'Banheiros', '1']","AluguelR$ 1.650,00","Condominio  R$ 325,69","IPTU  R$ 130,00","Sala ampla para 2 ambientes com luminárias spots; Banheiro social com box acrílico e aquecimento elétrico; 3 quartos sendo 1 com armário; Cozinha com armário e pia marmorite; Área de serviço com tanque, despensa e banheiro; 1 vaga de garagem livre.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel. ",Garagem Coberta,"Ano de construção: 1957, Aptos por andar: 4, Área de serviço: 1, Área privativa: 129.00, Área total: 142.00, BWC Social: 1, BWC empregada: 1, Bonificação: 183,00, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Rio Negrinho, Entre as ruas: RUA SAIN*HILAIRE e RUA DOUTOR ALEXANDRE GUTIERREZ, Esquadrias: Ferro, IPTU: 130.00, Núm de pavimentos: 4, Pavimentação: Asfalto, Quartos: 3, Salas: 1, Seguro incêndio: 39,00, Vagas de garagem: 1, Valor bruto: 1.833,00, Valor condomínio: 325.69"
Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-batel-curitiba/id/52395862/code/10006.032,"Avenida do Batel, 1162 - Batel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '84,16m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '2']","AluguelR$ 1.500,00","Condominio  R$ 955,66","IPTU  R$ 134,00","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta","Andar: 02, Área de serviço: 1, Área privativa: 36.36, Área total: 84.16, BWC Social: 1, Bonificação: 166,00, Churrasqueira coletiva: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Residence Batel, Elevadores: 2, Fitness: 1, IPTU: 134.00, Pavimentação: Asfalto, Piscina: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 1.666,00, Valor condomínio: 955.66"
Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-batel-curitiba/id/52395863/code/10006.031,"Avenida do Batel, 1162 - Batel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '84,16m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '2']","AluguelR$ 1.500,00","Condominio  R$ 955,66","IPTU  R$ 134,00","Apartamento tipo flat 1 sala com sacada, com sofá, mesa 2 cadeiras, cortina, estante com tv, ar condicionado, 1 quarto com cama box casal, armário, 1 cozinha, 1 bwc social com box blindex, 1 vaga de garagem.  Entrada Somente com cartão magnético direto na recepção.   A imobiliária e os proprietários de imóvel tem um contrato e, por isso, os valores e ofertas, bem como a disponibilidade de imóveis de venda e locação, podem ser alterados sem aviso prévio. Da mesma forma, taxas de condomínio, de mudança e outros encargos e normas, variam de condomínio para condomínio. A recomendação é que a imobiliária e o condomínio sejam consultados em caso de interesse no imóvel.   Seguro incêndio a contratar.","Piscina, Academia, Salão de festas, Churrasqueira, Elevador, Garagem Coberta","Andar: 02, Área de serviço: 1, Área privativa: 36.36, Área total: 84.16, BWC Social: 1, Bonificação: 166,00, Churrasqueira coletiva: 1, Conservação: Bom, Cozinhas: 1, Edifício: Edifício Residence Batel, Elevadores: 2, Fitness: 1, IPTU: 134.00, Pavimentação: Asfalto, Piscina: 1, Quartos: 1, Sacadas: 1, Salão de festas: 1, Sauna: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 1.666,00, Valor condomínio: 955.66"
